1574985249.684373,0
1574985249.787938,38
1574985249.891078,82
1574985249.994509,99
1574985250.099596,99
1574985250.203231,99
1574985250.306630,100
1574985250.410021,100
1574985250.513509,97
1574985250.616882,99
1574985250.720296,49
1574985250.823545,80
1574985250.927106,73
1574985251.032157,64
1574985251.135912,52
1574985251.239274,51
1574985251.342639,52
1574985251.447308,53
1574985251.553036,53
1574985251.657064,53
1574985251.761120,53
1574985251.864873,58
1574985251.968300,63
1574985252.073035,64
1574985252.177680,73
1574985252.280997,83
1574985252.384338,83
1574985252.487706,57
1574985252.591486,56
1574985252.696340,61
1574985252.800351,65
1574985252.903721,73
1574985253.007746,75
1574985253.111311,84
1574985253.215040,83
1574985253.319953,59
1574985253.424493,63
1574985253.529485,62
1574985253.633173,66
1574985253.736624,76
1574985253.840680,77
1574985253.944834,85
1574985254.048382,77
1574985254.151682,58
1574985254.255167,56
1574985254.359280,56
1574985254.464326,57
1574985254.567606,57
1574985254.671324,57
1574985254.776436,58
1574985254.879749,57
1574985254.983380,58
1574985255.087277,59
1574985255.190479,60
1574985255.293777,67
1574985255.398428,68
1574985255.502442,68
1574985255.606119,80
1574985255.709872,86
1574985255.816444,88
1574985255.920578,74
1574985256.023972,62
1574985256.130900,65
1574985256.234818,66
1574985256.338657,69
1574985256.442175,81
1574985256.545540,81
1574985256.649358,89
1574985256.753172,88
1574985256.858186,64
1574985256.961580,60
1574985257.065248,69
1574985257.169368,71
1574985257.273603,71
1574985257.376789,82
1574985257.479968,96
1574985257.583180,91
1574985257.686668,71
1574985257.790140,64
1574985257.893976,63
1574985257.997495,63
1574985258.100790,62
1574985258.204751,63
1574985258.309479,62
1574985258.412741,64
1574985258.516088,64
1574985258.620132,63
1574985258.724675,64
1574985258.828236,65
1574985258.932668,71
1574985259.038127,76
1574985259.142702,74
1574985259.246422,86
1574985259.351303,86
1574985259.455264,94
1574985259.559376,94
1574985259.664916,67
1574985259.768489,68
1574985259.871982,73
1574985259.975285,76
1574985260.079101,76
1574985260.183186,86
1574985260.288236,86
1574985260.391891,94
1574985260.495329,94
1574985260.598680,67
1574985260.702403,68
1574985260.807221,66
1574985260.911996,67
1574985261.015636,67
1574985261.118864,68
1574985261.222594,68
1574985261.328386,70
1574985261.434675,74
1574985261.538428,75
1574985261.642943,78
1574985261.746222,82
1574985261.850809,88
1574985261.954717,98
1574985262.058206,94
1574985262.161447,80
1574985262.266558,75
1574985262.371523,68
1574985262.476825,69
1574985262.580265,69
1574985262.684036,69
1574985262.788338,68
1574985262.893114,71
1574985262.996541,71
1574985263.100517,72
1574985263.203944,70
1574985263.307742,71
1574985263.412653,71
1574985263.516634,71
1574985263.620023,71
1574985263.723443,70
1574985263.827247,71
1574985263.930608,71
1574985264.034255,73
1574985264.137472,74
1574985264.240960,80
1574985264.344259,83
1574985264.448269,82
1574985264.552067,93
1574985264.655283,93
1574985264.758548,93
1574985264.861867,94
1574985264.965485,88
1574985265.070588,87
1574985265.174125,74
1574985265.278150,74
1574985265.381591,74
1574985265.485218,74
1574985265.588418,75
1574985265.693158,76
1574985265.796744,75
1574985265.901383,75
1574985266.005734,80
1574985266.109450,81
1574985266.213279,84
1574985266.316907,85
1574985266.422840,96
1574985266.526947,95
1574985266.630340,93
1574985266.734431,93
1574985266.839400,95
1574985266.945357,95
1574985267.048619,76
1574985267.152643,77
1574985267.256119,77
1574985267.360874,77
1574985267.464195,77
1574985267.568050,77
1574985267.671487,79
1574985267.774855,80
1574985267.879002,84
1574985267.984003,83
1574985268.087481,87
1574985268.190976,88
1574985268.294498,98
1574985268.398121,97
1574985268.502170,93
1574985268.605367,95
1574985268.708751,99
1574985268.812449,100
1574985268.918097,78
1574985269.022940,79
1574985269.127460,79
1574985269.231555,78
1574985269.334999,79
1574985269.438744,81
1574985269.542849,81
1574985269.646312,82
1574985269.751685,80
1574985269.854987,81
1574985269.958251,80
1574985270.061690,80
1574985270.166113,81
1574985270.269990,81
1574985270.373519,80
1574985270.477494,80
1574985270.581483,79
1574985270.686799,80
1574985270.792552,81
1574985270.897739,82
1574985271.002620,89
1574985271.107540,89
1574985271.212406,92
1574985271.316317,92
1574985271.421503,99
1574985271.525008,99
1574985271.628697,98
1574985271.732217,98
1574985271.836032,99
1574985271.941152,98
1574985272.044650,87
1574985272.148089,84
1574985272.252120,82
1574985272.355596,83
1574985272.459252,83
1574985272.565842,84
1574985272.671057,85
1574985272.775699,86
1574985272.879017,85
1574985272.982591,93
1574985273.085930,93
1574985273.190663,85
1574985273.294901,85
1574985273.399247,90
1574985273.502925,92
1574985273.606775,94
1574985273.710210,95
1574985273.813741,99
1574985273.918145,100
1574985274.022736,100
1574985274.126265,99
1574985274.229730,100
1574985274.333762,100
1574985274.437347,99
1574985274.542248,96
1574985274.646406,96
1574985274.750265,97
1574985274.855201,97
1574985274.959914,86
1574985275.063905,86
1574985275.169334,86
1574985275.273811,87
1574985275.378505,86
1574985275.481965,88
1574985275.585778,89
1574985275.691620,92
1574985275.798794,92
1574985275.902571,90
1574985276.007349,90
1574985276.111233,95
1574985276.216421,95
1574985276.321052,98
1574985276.425318,98
1574985276.530309,99
1574985276.634969,99
1574985276.739903,98
1574985276.845034,98
1574985276.949346,100
1574985277.054148,98
1574985277.157881,100
1574985277.261455,98
1574985277.364924,98
1574985277.468239,65
1574985277.573825,57
1574985277.677271,47
1574985277.780630,44
1574985277.884918,44
1574985277.988068,45
1574985278.091891,46
1574985278.195439,45
1574985278.299965,45
1574985278.404393,45
1574985278.509331,47
1574985278.614183,47
1574985278.718687,48
1574985278.822694,54
1574985278.926477,58
1574985279.029785,69
1574985279.134898,75
1574985279.240668,76
1574985279.347426,50
1574985279.451316,52
1574985279.556202,55
1574985279.659774,59
1574985279.764959,70
1574985279.869205,75
1574985279.974012,77
1574985280.079152,54
1574985280.184468,53
1574985280.289322,56
1574985280.394215,61
1574985280.498589,71
1574985280.603634,70
1574985280.708571,78
1574985280.814191,64
1574985280.918746,53
1574985281.023139,50
1574985281.127662,50
1574985281.232204,50
1574985281.337249,52
1574985281.441553,52
1574985281.545241,51
1574985281.649519,51
1574985281.752930,52
1574985281.857084,55
1574985281.962510,54
1574985282.066521,60
1574985282.171532,64
1574985282.276337,73
1574985282.381045,74
1574985282.485054,82
1574985282.590635,74
1574985282.693978,57
1574985282.797801,60
1574985282.901363,61
1574985283.004666,65
1574985283.108039,76
1574985283.211504,82
1574985283.315447,85
1574985283.418806,66
1574985283.522506,58
1574985283.626161,63
1574985283.729672,66
1574985283.833119,67
1574985283.937560,77
1574985284.041970,90
