1574985185.025867,0
1574985185.130535,20
1574985185.233790,19
1574985185.336961,19
1574985185.440493,0
1574985185.545679,0
1574985185.650458,20
1574985185.754021,10
1574985185.859289,12
1574985185.967055,13
1574985186.071988,12
1574985186.175881,14
1574985186.279549,15
1574985186.383330,16
1574985186.488894,16
1574985186.592774,17
1574985186.697205,16
1574985186.800833,17
1574985186.904646,17
1574985187.008817,17
1574985187.112671,17
1574985187.216661,13
1574985187.322033,16
1574985187.427470,13
1574985187.531055,16
1574985187.635719,17
1574985187.740451,18
1574985187.844355,19
1574985187.948036,15
1574985188.051700,16
1574985188.155349,20
1574985188.259947,19
1574985188.365731,9
1574985188.470473,11
1574985188.575705,6
1574985188.679039,20
1574985188.784883,20
1574985188.892536,1
1574985188.996501,3
1574985189.101088,6
1574985189.205325,6
1574985189.308436,8
1574985189.414211,8
1574985189.517964,10
1574985189.621541,11
1574985189.725228,12
1574985189.828861,12
1574985189.932083,13
1574985190.036531,14
1574985190.140618,16
1574985190.246139,20
1574985190.352641,20
1574985190.456542,10
1574985190.562489,11
1574985190.666433,13
1574985190.769909,15
1574985190.874054,15
1574985190.977986,13
1574985191.081623,20
1574985191.185704,20
1574985191.290272,18
1574985191.394509,12
1574985191.499497,6
1574985191.603377,19
1574985191.707310,18
1574985191.814855,4
1574985191.919964,6
1574985192.023759,9
1574985192.127133,7
1574985192.230428,9
1574985192.335933,9
1574985192.442431,11
1574985192.546356,13
1574985192.650844,13
1574985192.756374,14
1574985192.860005,14
1574985192.964129,15
1574985193.067995,16
1574985193.172975,18
1574985193.278036,9
1574985193.381556,8
1574985193.484789,9
1574985193.588490,11
1574985193.692681,20
1574985193.796503,18
1574985193.900150,17
1574985194.005579,4
1574985194.112914,7
1574985194.220135,9
1574985194.324080,19
1574985194.428743,18
1574985194.531888,9
1574985194.636963,3
1574985194.742293,7
1574985194.848008,7
1574985194.951947,8
1574985195.056456,9
1574985195.162210,11
1574985195.266947,12
1574985195.371856,13
