1574655070.831264,0
1574655070.934548,11
1574655071.039580,13
1574655071.144466,17
1574655071.248908,25
1574655071.357949,34
1574655071.464662,39
1574655071.571842,45
1574655071.677967,51
1574655071.786302,57
1574655071.893389,62
1574655071.998962,68
1574655072.107825,71
1574655072.212461,79
1574655072.320164,83
1574655072.424946,87
1574655072.529957,94
1574655072.634431,100
1574655072.738738,100
1574655072.846845,100
1574655072.952675,100
1574655073.055910,100
1574655073.160576,100
1574655073.265265,100
1574655073.370083,100
1574655073.474677,97
1574655073.579267,100
1574655073.684149,100
1574655073.789595,100
1574655073.894258,100
1574655073.998889,100
1574655074.102562,100
1574655074.207153,99
1574655074.314173,99
1574655074.418146,100
1574655074.522126,100
1574655074.626977,100
1574655074.732407,100
1574655074.837312,100
1574655074.941880,100
1574655075.046599,100
1574655075.151078,99
1574655075.256040,99
1574655075.359756,98
1574655075.464296,98
1574655075.568957,97
1574655075.673742,98
1574655075.779856,98
1574655075.884837,99
1574655075.989266,98
1574655076.094720,98
1574655076.200144,98
1574655076.305229,98
1574655076.409775,100
1574655076.514233,99
1574655076.620183,100
1574655076.725939,100
1574655076.832810,100
1574655076.937779,100
1574655077.042619,100
1574655077.146755,100
1574655077.250259,100
1574655077.354078,100
1574655077.459289,99
1574655077.563660,100
1574655077.667101,100
1574655077.771968,100
1574655077.876375,100
1574655077.981729,100
1574655078.087015,99
1574655078.192192,100
1574655078.296636,100
1574655078.401096,100
1574655078.505718,100
1574655078.610734,99
1574655078.715529,100
1574655078.820975,100
1574655078.925548,98
1574655079.030340,99
1574655079.134870,99
1574655079.239320,98
1574655079.343922,99
1574655079.448328,99
1574655079.552926,99
1574655079.657733,100
1574655079.761497,99
1574655079.864613,100
1574655079.968404,100
1574655080.072756,100
1574655080.177884,100
1574655080.282224,99
1574655080.386180,100
1574655080.490131,100
1574655080.594613,100
1574655080.698948,100
1574655080.809707,100
1574655080.914372,100
1574655081.019763,99
1574655081.124161,100
1574655081.228689,100
1574655081.333928,99
1574655081.438906,100
1574655081.543605,100
1574655081.648431,100
1574655081.752940,100
1574655081.857480,100
1574655081.961401,100
1574655082.065708,100
1574655082.170885,99
1574655082.275381,100
1574655082.380014,100
1574655082.483711,100
1574655082.587957,100
1574655082.692754,99
1574655082.797296,100
1574655082.902031,100
1574655083.005823,99
1574655083.109890,100
1574655083.214283,100
1574655083.322264,99
1574655083.426888,99
1574655083.531389,90
1574655083.635635,81
1574655083.740098,73
1574655083.845239,64
1574655083.949965,55
1574655084.055250,47
1574655084.160364,38
1574655084.265113,29
1574655084.370148,21
1574655084.475364,12
1574655084.580569,7
1574655084.685616,17
1574655084.790137,25
1574655084.895080,16
1574655084.999855,8
1574655085.104744,0
1574655085.209606,0
1574655085.313227,0
1574655085.418301,0
1574655085.524143,0
1574655085.628784,0
1574655085.735187,0
1574655085.839542,0
1574655085.944452,0
1574655086.048902,0
1574655086.153679,0
1574655086.258891,0
1574655086.363764,0
1574655086.468614,0
1574655086.574041,0
1574655086.679470,3
1574655086.785528,2
1574655086.890048,2
1574655086.994799,3
1574655087.100871,4
1574655087.205602,3
1574655087.309049,4
1574655087.413780,3
1574655087.518300,4
1574655087.622639,4
1574655087.727907,4
1574655087.832484,5
1574655087.936928,5
1574655088.041018,3
1574655088.145519,6
1574655088.249788,5
1574655088.354268,5
1574655088.457672,4
1574655088.563512,5
1574655088.668034,5
1574655088.772784,5
1574655088.877485,6
1574655088.982671,6
1574655089.087900,5
1574655089.192416,6
1574655089.297925,6
1574655089.402626,6
1574655089.507621,4
1574655089.611888,2
1574655089.716316,4
1574655089.820611,4
1574655089.925211,2
1574655090.030165,2
1574655090.135248,2
1574655090.239769,5
1574655090.344895,5
1574655090.450486,5
1574655090.555883,6
1574655090.660081,6
1574655090.764180,6
1574655090.870073,6
1574655090.974082,5
1574655091.079035,1
1574655091.183956,0
1574655091.288785,0
1574655091.394958,0
1574655091.499544,0
1574655091.603600,0
1574655091.708519,0
1574655091.811862,0
1574655091.916637,0
1574655092.022090,0
